MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
12749.281021917457,0.0,0.0,205.25,0.0,1070.5670568277785,0.0,0.0,0.0,0.0
12741.43962893908,0.0,0.0,224.6,0.0,1109.808014138317,0.0,0.0,0.0,0.0
12598.533763034478,0.0,0.0,248.15,0.0,1132.457157283997,0.0,0.0,0.0,0.0
12465.030973574767,0.0,0.0,243.9,0.0,1160.3735430216955,0.0,0.0,0.0,0.0
12649.4113578815,0.0,0.0,201.15,0.0,1002.6196273907389,0.0,0.0,0.0,0.0
13254.800939515362,0.0,0.0,131.95000000000002,0.0,707.127317978496,0.0,0.0,0.0,0.0
15178.475656659288,0.0,0.0,10.45,0.0,148.27287896532334,0.0,0.0,0.0,0.0
16321.339508865802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16273.13629303753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15929.626919759074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15516.81763788274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14914.188025815272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13925.863121808183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12752.730269632537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11786.514440417634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11170.820366503762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10844.400219116864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10691.718642907597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10718.852481744934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11010.126408271912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11601.699025371026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12241.494707199034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12459.532785546804,0.0,0.0,113.69999999999999,0.0,497.75442494575685,0.0,0.0,0.0,0.0
12479.498555630078,0.0,0.0,222.55,0.0,911.2329684192161,0.0,0.0,0.0,0.0
12395.250417465493,0.0,0.0,274.34999999999997,0.0,1124.8196555255702,0.0,0.0,0.0,0.0
12563.109648216898,0.0,0.0,264.40000000000003,0.0,1086.8955088630364,0.0,0.0,0.0,0.0
12612.705973257749,0.0,0.0,225.39999999999998,0.0,1120.0791371927535,0.0,0.0,0.0,0.0
12507.298307643317,0.0,0.0,218.75,0.0,1138.5144862648185,0.0,0.0,0.0,0.0
12525.571011848138,0.0,0.0,187.45000000000002,0.0,1044.2308438676857,0.0,0.0,0.0,0.0
12909.102120278232,0.0,0.0,123.85000000000001,0.0,813.5256183372715,0.0,0.0,0.0,0.0
14859.48633100819,0.0,0.0,17.1,0.0,224.6478965495929,0.0,0.0,0.0,0.0
16158.633168611374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16146.568706764967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15851.282398215413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15459.569809108689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14727.372610768665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13679.78749596495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12442.367117213997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14232.194043303518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13550.219909692389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13113.316486779973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12883.310237927672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12971.69190553906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13502.691693185674,0.0,0.0,15.8,0.0,44.24483777295616,0.0,0.0,0.0,0.0
14657.743635375686,0.0,0.0,40.25,0.0,281.00739228419184,0.0,0.0,0.0,0.0
16118.229866690082,0.0,0.0,107.45,0.0,630.2255761350245,0.0,0.0,0.0,0.0
17119.113061123575,0.0,0.0,182.95,0.0,1010.5204912787666,0.0,0.0,0.0,0.0
17934.285263002403,0.0,0.0,244.9,0.0,1303.9059036542021,0.0,0.0,0.0,0.0
18697.779880684135,0.0,0.0,291.54999999999995,0.0,1523.5499197413776,0.0,0.0,0.0,0.0
19425.804736348535,0.0,0.0,304.25,0.0,1613.3564059352946,0.0,0.0,0.0,0.0
20057.08266117502,0.0,0.0,299.95,0.0,1625.997788156139,0.0,0.0,0.0,0.0
20655.5200585208,0.0,0.0,288.6,0.0,1591.7607113080182,0.0,0.0,0.0,0.0
20903.826427398413,0.0,0.0,259.40000000000003,0.0,1491.4197399300642,0.0,0.0,0.0,0.0
21285.520324217872,0.0,0.0,210.04999999999998,0.0,1207.7787263498628,0.0,0.0,0.0,0.0
21624.676669959706,0.0,0.0,150.85000000000002,0.0,888.5838252735363,0.0,0.0,0.0,0.0
21871.460230383098,0.0,0.0,84.55,0.0,544.6328840147223,0.0,0.0,0.0,0.0
21698.0183826085,0.0,0.0,35.25,0.0,246.770315436071,0.0,0.0,0.0,0.0
21293.07546710443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21022.890766469016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20187.235056648613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18258.80339821881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16351.473347703139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.56969342666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14123.735531823148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13557.252140615596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13203.718003291988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13235.844375251278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13758.451525243237,0.0,0.0,12.95,0.0,0.7900863888027886,0.0,0.0,0.0,0.0
14945.140806000214,0.0,0.0,48.0,0.0,262.3086810825258,0.0,0.0,0.0,0.0
16500.17423893294,0.0,0.0,106.64999999999999,0.0,575.1828910484302,0.0,0.0,0.0,0.0
17543.270774075576,0.0,0.0,181.2,0.0,1001.0394546131331,0.0,0.0,0.0,0.0
18543.011418469177,0.0,0.0,239.75,0.0,1308.90978411662,0.0,0.0,0.0,0.0
19503.338803540904,0.0,0.0,281.65000000000003,0.0,1490.6296535412612,0.0,0.0,0.0,0.0
20318.600884961303,0.0,0.0,285.4,0.0,1483.2555139124352,0.0,0.0,0.0,0.0
20984.64526106103,0.0,0.0,267.0,0.0,1397.1360975329312,0.0,0.0,0.0,0.0
21347.340375710704,0.0,0.0,282.05,0.0,1523.0231954821759,0.0,0.0,0.0,0.0
21684.73858229786,0.0,0.0,276.84999999999997,0.0,1510.381813261331,0.0,0.0,0.0,0.0
22210.320854350462,0.0,0.0,228.5,0.0,1278.096414953311,0.0,0.0,0.0,0.0
22596.277998038455,0.0,0.0,171.95,0.0,1066.8799870133655,0.0,0.0,0.0,0.0
22596.277998038455,0.0,0.0,82.10000000000001,0.0,562.2781466979845,0.0,0.0,0.0,0.0
22596.277998038455,0.0,0.0,31.9,0.0,239.39617580724496,0.0,16.306174523599864,0.0,0.0
22422.997636573753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22017.24043452125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21214.730945560772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19395.777647511968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17590.886259576033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16321.339508865802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15532.894481751724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15033.703532263999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14733.40484169187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14717.327997822886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15229.07607302266,0.0,0.0,2.7,0.0,0.7900863888027886,0.0,0.0,0.0,0.0
16250.093679601885,0.0,0.0,41.300000000000004,0.0,286.53799700581135,0.0,0.0,0.0,0.0
17863.831985253742,0.0,0.0,101.8,0.0,590.1945324356831,0.0,0.0,0.0,0.0
18892.547020088015,0.0,0.0,160.75,0.0,889.9006359215409,0.0,0.0,0.0,0.0
19716.88469457002,0.0,0.0,209.95,0.0,1133.2472436727999,0.0,0.0,0.0,0.0
20505.76451822115,0.0,0.0,251.7,0.0,1452.7055068787274,0.0,0.0,0.0,0.0
21293.62374398558,0.0,0.0,266.1,0.0,1529.343886592598,0.0,0.0,0.0,0.0
21907.789549985537,0.0,0.0,270.15,0.0,1465.346889099572,0.0,0.0,0.0,0.0
22265.832942105062,0.0,0.0,235.8,0.0,1162.480440058503,0.0,0.0,0.0,0.0
22429.53170977876,0.0,0.0,158.95000000000002,0.0,528.0410698498638,0.0,0.0,0.0,0.0
21433.399489611154,0.0,0.0,74.05000000000001,0.0,529.3578804978685,0.0,0.0,0.0,0.0
20576.40927309924,0.0,0.0,60.449999999999996,0.0,580.7134957700497,0.0,0.0,0.0,0.0
20520.256288691555,0.0,0.0,59.1,0.0,291.2785153386281,0.0,0.0,0.0,0.0
20310.33691676676,0.0,0.0,10.45,0.0,21.859056756877152,0.0,0.0,0.0,0.0
19834.693452446958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19684.04410716089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19043.236043310302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17427.179919321617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15738.799122689892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14442.111066264262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13511.061306809903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12917.456458787585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12554.870241640148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12533.768633726013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12970.524136462263,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
13821.761563592585,0.0,0.0,42.9,0.0,186.46038775745814,0.0,0.0,0.0,0.0
14765.987233151916,0.0,0.0,99.65,0.0,491.4337338353345,0.0,0.0,0.0,0.0
15151.567241949977,0.0,0.0,150.60000000000002,0.0,813.2622562076705,0.0,0.0,0.0,0.0
15352.599618913937,0.0,0.0,209.05,0.0,1079.784731363811,0.0,0.0,0.0,0.0
15641.509965384703,0.0,0.0,258.55,0.0,1255.4472718076313,0.0,0.0,0.0,0.0
15863.730629537153,0.0,0.0,265.65,0.0,1382.1244561456786,0.0,0.0,0.0,0.0
15951.830518503308,0.0,0.0,288.65000000000003,0.0,1486.6792215972473,0.0,0.0,0.0,0.0
16419.15639033272,0.0,0.0,259.79999999999995,0.0,1362.1089342960076,0.0,0.0,0.0,0.0
16550.34595604305,0.0,0.0,247.29999999999998,0.0,1354.9981567967823,0.0,0.0,0.0,0.0
16838.013930768986,0.0,0.0,222.14999999999998,0.0,1233.588215050754,0.0,0.0,0.0,0.0
17306.67411021142,0.0,0.0,163.95000000000002,0.0,971.0161718386273,0.0,0.0,0.0,0.0
17729.41944278105,0.0,0.0,87.25,0.0,578.6065987332423,0.0,0.0,0.0,0.0
17590.209198773948,0.0,0.0,35.5,0.0,244.4000562696626,0.0,0.0,0.0,0.0
17234.219891329227,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
17129.873761871433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16535.27638072717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15093.97120993868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13576.341366507153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12438.367117213998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11776.469827471856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11356.635781550369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11166.807984481185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11280.311108907335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11847.682118092313,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
12960.016077269514,0.0,0.0,19.900000000000002,0.0,9.744398795234394,0.0,0.0,0.0,0.0
14124.49271173429,0.0,0.0,67.45,0.0,141.95218785490104,0.0,0.0,0.0,0.0
14640.206245469986,0.0,0.0,123.0,0.0,452.7195007839979,0.0,0.0,0.0,0.0
14765.167510572544,0.0,0.0,160.70000000000002,0.0,747.4217238074381,0.0,0.0,0.0,0.0
14811.319332422692,0.0,0.0,189.04999999999998,0.0,974.4398795234393,0.0,0.0,0.0,0.0
14718.629285509634,0.0,0.0,210.25,0.0,1096.6399076582707,0.0,0.0,0.0,0.0
14708.391799984563,0.0,0.0,221.54999999999998,0.0,1019.2114415555973,0.0,0.0,0.0,0.0
14728.543887744541,0.0,0.0,211.25,0.0,992.6118664659035,0.0,0.0,0.0,0.0
14569.168775240934,0.0,0.0,200.6,0.0,1005.77997294595,0.0,0.0,0.0,0.0
14476.193568552964,0.0,0.0,180.54999999999998,0.0,891.2174465695455,0.0,0.0,0.0,0.0
14593.483909363958,0.0,0.0,134.1,0.0,699.226454090468,0.0,0.0,0.0,0.0
14809.25105092466,0.0,0.0,76.1,0.0,382.6651743101507,0.0,0.0,0.0,0.0
14717.252938522908,0.0,0.0,24.65,0.0,158.28063989015868,0.0,0.0,0.0,0.0
14593.04264247353,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0
14719.34037984546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14352.729398652875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13239.876606174481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11990.4190813558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11010.126408271912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10372.330726443904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9982.630519359758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9767.701114376441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735.943929043044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735.943929043044,0.0,0.0,47.9,0.0,42.229387749034686,0.0,0.0,0.0,0.0
9965.46605723004,0.0,0.0,42.5,0.0,294.43886089383926,0.0,0.0,0.0,0.0
10571.949524425228,0.0,0.0,110.45,0.0,648.1342009478876,0.0,0.0,0.0,0.0
11275.793611917847,0.0,0.0,196.8,0.0,1086.8955088630364,0.0,0.0,0.0,0.0
