MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
11820.844684304126,0.0,0.0,263.45000000000005,0.0,1410.3042040129776,0.0,0.0,0.0,0.0
12162.482871968476,0.0,0.0,313.45,0.0,1611.776233157689,0.0,0.0,0.0,0.0
12354.897848589511,0.0,0.0,331.3,0.0,1746.354281383764,0.0,0.0,0.0,0.0
12542.067604740789,0.0,0.0,326.29999999999995,0.0,1740.0335902733416,0.0,0.0,0.0,0.0
12652.563803538502,0.0,0.0,316.25,0.0,1727.128845922896,0.0,0.0,0.0,0.0
12900.642932176917,0.0,0.0,293.25,0.0,1585.1766580679948,0.0,0.0,0.0,0.0
13314.41895402998,0.0,0.0,243.54999999999998,0.0,1346.5705686495528,0.0,0.0,0.0,0.0
13898.230402632751,0.0,0.0,175.0,0.0,1027.1123054436252,0.0,0.0,0.0,0.0
14509.361448293572,0.0,0.0,87.4,0.0,601.2557418789222,0.0,0.0,0.0,0.0
14701.562769505841,0.0,0.0,36.05,0.0,273.6332526553658,0.0,0.0,0.0,0.0
14546.635316326096,0.0,0.0,1.9,0.0,1.0534485184037181,0.0,0.0,0.0,0.0
14484.041463742,0.0,0.0,0.0,0.0,0.0,0.0,15.337280196939743,0.0,0.0
14182.990827475247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13157.507320585668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12022.533071292513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11056.31724207761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10435.61078614116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10043.898197034438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9800.827486335727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735.943929043044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735.943929043044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9735.943929043044,0.0,0.0,0.0,0.0,223.42145416757296,0.0,0.0,0.0,0.0
10009.090958666602,0.0,0.0,110.05,0.0,661.8290316871361,0.0,0.0,0.0,0.0
10718.741505725753,0.0,0.0,194.89999999999998,0.0,1074.5174887717926,0.0,0.0,0.0,0.0
11442.484313701074,0.0,0.0,257.15,0.0,1384.4947153120866,0.0,0.0,0.0,0.0
12069.757475915278,0.0,0.0,305.05,0.0,1610.4594225096841,0.0,0.0,0.0,0.0
12703.814030536643,0.0,0.0,319.75,0.0,1692.8917690747753,0.0,0.0,0.0,0.0
13240.688365226848,0.0,0.0,318.40000000000003,0.0,1676.8266791691187,0.0,0.0,0.0,0.0
13563.203766850947,0.0,0.0,314.40000000000003,0.0,1657.8646058378515,0.0,0.0,0.0,0.0
13954.402437069539,0.0,0.0,291.65000000000003,0.0,1566.7413089959298,0.0,0.0,0.0,0.0
14526.709281371597,0.0,0.0,239.0,0.0,1330.2421166142951,0.0,0.0,0.0,0.0
15277.855613765798,0.0,0.0,172.5,0.0,1021.0549764628039,0.0,0.0,0.0,0.0
16032.34989425582,0.0,0.0,85.4,0.0,590.9846188244858,0.0,0.0,0.0,0.0
16235.71593880188,0.0,0.0,33.349999999999994,0.0,264.9423023785351,0.0,0.0,0.0,0.0
16094.34564203607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16104.39025498185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15700.63305292935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14476.277136024804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13145.462707639888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10841.387837094288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10464.744624978497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10308.050666746652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10315.075430791805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10695.738491808224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11782.502058395059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13696.876721856508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14664.092551071413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13840.987350606698,0.0,0.0,138.6,0.0,758.4829332506771,0.0,0.0,0.0,0.0
13301.082197411093,0.0,0.0,235.15,0.0,1221.2101949595103,0.0,0.0,0.0,0.0
12979.198817713244,0.0,0.0,297.25,0.0,1457.972749470746,0.0,0.0,0.0,0.0
12746.335919929184,0.0,0.0,303.70000000000005,0.0,1597.2913160296378,0.0,0.0,0.0,0.0
12701.9342950971,0.0,0.0,302.9,0.0,1524.866730389382,0.0,0.0,0.0,0.0
12693.45006573734,0.0,0.0,286.5,0.0,1444.2779187314975,0.0,0.0,0.0,0.0
12822.059740410332,0.0,0.0,234.75,0.0,1222.527005607515,0.0,0.0,0.0,0.0
13461.792829345302,0.0,0.0,147.29999999999998,0.0,828.8006218541253,0.0,0.0,0.0,0.0
15508.557419881432,0.0,0.0,0.75,0.0,127.4672707268499,0.0,0.0,0.0,0.0
16814.48584540774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16793.396619516185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16434.830251269374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15788.00233851816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14721.34037984546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13320.233509740718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12060.711523075628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11281.311108907335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10872.521675931628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10678.681496839867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10668.629417016036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10996.06941330356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12036.609915161496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13939.927583654591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14955.378859620967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14951.899131117843,0.0,0.0,51.45,0.0,196.2047865526925,0.0,0.0,0.0,0.0
14514.12719345429,0.0,0.0,121.35,0.0,664.1992908535442,0.0,0.0,0.0,0.0
14370.86460343022,0.0,0.0,167.65,0.0,878.0493400894991,0.0,0.0,0.0,0.0
14360.80773335777,0.0,0.0,184.65,0.0,917.8170216592393,0.0,0.0,0.0,0.0
14388.71856473085,0.0,0.0,160.5,0.0,892.2708950879493,0.0,0.0,0.0,0.0
14398.661177531412,0.0,0.0,139.9,0.0,889.9006359215409,0.0,0.0,0.0,0.0
14372.411322059048,0.0,0.0,144.35,0.0,825.1135520397123,0.0,0.0,0.0,0.0
14951.131042365228,0.0,0.0,85.85,0.0,506.70873735218845,0.0,0.0,0.0,0.0
16616.625817415355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17322.721407841243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17189.129057523533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16730.128941841507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16023.688077167726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14847.907966118022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13400.570564406324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12104.909823759377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11261.221883015776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10812.253998256949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10628.438583210343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10626.438583210342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10960.903343543016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12019.533071292512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13952.984578622945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14974.4482366119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14355.409020363055,0.0,0.0,99.1,0.0,624.6949714134049,0.0,0.0,0.0,0.0
13746.820167352069,0.0,0.0,185.1,0.0,1166.6942341321178,0.0,0.0,0.0,0.0
13467.077364111654,0.0,0.0,230.2,0.0,1441.1175731762867,0.0,0.0,0.0,0.0
13247.417595897994,0.0,0.0,250.54999999999998,0.0,1520.916298445368,0.0,0.0,0.0,0.0
13064.32059157138,0.0,0.0,258.65,0.0,1512.2253481685375,0.0,0.0,0.0,0.0
13264.774042315668,0.0,0.0,252.9,0.0,1276.2528800461046,0.0,0.0,0.0,0.0
13533.934065095347,0.0,0.0,193.8,0.0,1031.0627373876393,0.0,0.0,0.0,0.0
14276.296355786355,0.0,0.0,98.45,0.0,606.2596223413398,0.0,0.0,0.0,0.0
16155.034083817234,0.0,0.0,0.0,0.0,5.53060472161952,0.0,0.0,0.0,0.0
17098.739923034092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003.313642476925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16627.670430361137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16030.053200316239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15008.601924349865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13614.507436267697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12339.94083665683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11517.349588682842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11106.540306806508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10934.80173562888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10934.80173562888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11248.164888047422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12335.908605733626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14281.417108032416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15193.397490495845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14341.581259931323,0.0,0.0,133.39999999999998,0.0,707.6540422376977,0.0,0.0,0.0,0.0
13586.599533627847,0.0,0.0,235.4,0.0,1246.4929594011996,0.0,0.0,0.0,0.0
13153.566384354071,0.0,0.0,294.25,0.0,1562.5275149223153,0.0,0.0,0.0,0.0
13171.274222406128,0.0,0.0,274.7,0.0,1453.2322311379291,0.0,0.0,0.0,0.0
12744.079360320846,0.0,0.0,299.54999999999995,0.0,1629.4214958409511,0.0,0.0,0.0,0.0
12673.17004610347,0.0,0.0,283.65000000000003,0.0,1640.746067413791,0.0,0.0,0.0,0.0
12884.911028567314,0.0,0.0,241.5,0.0,1345.2537580015482,0.0,0.0,0.0,0.0
13624.554791930346,0.0,0.0,150.65,0.0,873.0454596270814,0.0,0.0,0.0,0.0
15688.501927650812,0.0,0.0,0.05,0.0,98.23407434114672,0.0,0.0,0.0,0.0
16807.47346338517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16872.753523082418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16541.301144772322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15894.473232021108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14845.888117217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13428.692021221088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12124.979200750307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11284.32349092991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10857.444832062645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10648.527809101899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10662.604652970886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11005.09417734871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12097.877592836174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14005.207643351845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14976.4482366119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14640.413493637814,0.0,0.0,99.65,0.0,470.62812559686114,0.0,0.0,0.0,0.0
14073.699082132587,0.0,0.0,190.0,0.0,1007.6235078531563,0.0,0.0,0.0,0.0
13776.223757488355,0.0,0.0,244.15,0.0,1195.4007062586195,0.0,0.0,0.0,0.0
13490.163985125908,0.0,0.0,274.65,0.0,1330.768840873497,0.0,0.0,0.0,0.0
13468.753138543536,0.0,0.0,276.05,0.0,1205.6718293130555,0.0,0.0,0.0,0.0
13554.706251899528,0.0,0.0,260.7,0.0,1094.2696484918622,0.0,0.0,0.0,0.0
13669.935385672534,0.0,0.0,205.25,0.0,987.6079860034858,0.0,0.0,0.0,0.0
14330.439132824395,0.0,0.0,121.14999999999999,0.0,644.4471311334746,0.0,0.0,0.0,0.0
16267.57081594345,0.0,0.0,0.0,0.0,0.5267242592018591,0.0,0.0,0.0,0.0
16882.77828712757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16618.625817415355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16193.779389471289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15657.422370223028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14841.875735194817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13693.864339833932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12501.634794888674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11598.686643348448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11072.394085946591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10821.298611202732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10736.929325613915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10836.375455071713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11242.132657124217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12064.723905098204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12982.736518484839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13247.567463915879,0.0,0.0,108.39999999999999,0.0,624.431609283804,0.0,0.0,0.0,0.0
13431.562194982767,0.0,0.0,193.1,0.0,1011.8373019267713,0.0,0.0,0.0,0.0
13535.090813785602,0.0,0.0,225.55,0.0,1180.1257027417653,0.0,0.0,0.0,0.0
13441.395833101411,0.0,0.0,223.8,0.0,1308.119697727817,0.0,0.0,0.0,0.0
13367.659221731963,0.0,0.0,226.64999999999998,0.0,1313.6503024494366,0.0,0.0,0.0,0.0
13272.173188161813,0.0,0.0,218.5,0.0,1274.1459830092972,0.0,0.0,0.0,0.0
13286.376323580005,0.0,0.0,205.6,0.0,1175.6485465385495,0.0,0.0,0.0,0.0
13931.12829723302,0.0,0.0,137.5,0.0,785.6092325995728,0.0,0.0,0.0,0.0
15849.782690404689,0.0,0.0,0.0,0.0,8.427588147229745,0.0,0.0,0.0,0.0
16289.193288005887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16022.040818293664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15499.740794013755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14966.40362366612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14231.19404330352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13215.774998260347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12099.877592836174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11233.088044178437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10689.718642907595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366.298495520703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10218.661532257212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10231.725994103619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10478.789237924277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11007.09417734871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11686.088159860466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12319.584417153683,0.0,0.0,59.2,0.0,222.5409995127855,0.0,0.0,0.0,0.0
12446.302412671654,0.0,0.0,138.9,0.0,682.3712777960085,0.0,0.0,0.0,0.0
12507.990371541426,0.0,0.0,179.25,0.0,881.2096856447102,0.0,0.0,0.0,0.0
12457.927092957869,0.0,0.0,161.89999999999998,0.0,1045.0209302564883,0.0,0.0,0.0,0.0
12475.385583371504,0.0,0.0,170.55,0.0,1028.165753962029,0.0,0.0,0.0,0.0
12256.49425622795,0.0,0.0,170.25,0.0,1095.8498212694678,0.0,0.0,0.0,0.0
12394.711767596109,0.0,0.0,143.0,0.0,853.2932999070117,0.0,0.0,0.0,0.0
13114.234178677087,0.0,0.0,51.4,0.0,424.5397529166985,0.0,0.0,0.0,0.0
14928.978397698194,0.0,0.0,0.0,0.0,0.26336212960092953,0.0,0.0,0.0,0.0
15747.843735635672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15568.040702611637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15129.117430798593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14473.26475400223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13421.659790297887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12107.673026226708,0.0,0.0,0.0,0.0,0.0,0.0,16.306174523599864,0.0,0.0
10927.757122683102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10279.92920993189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9739.559808661052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9471.394956926253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9390.03805336002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9598.95507632076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047.306116570146,0.0,0.0,43.1,0.0,195.1513380342888,0.0,0.0,0.0,0.0
11509.881464021024,0.0,0.0,57.35,0.0,350.53499449883725,0.0,0.0,0.0,0.0
12594.16595796497,0.0,0.0,121.55000000000001,0.0,670.5199819639666,0.0,0.0,0.0,0.0
13016.296616694144,0.0,0.0,191.39999999999998,0.0,967.3291020242143,0.0,0.0,0.0,0.0
13212.439318622586,0.0,0.0,246.0,0.0,1267.2985676396731,0.0,0.0,0.0,0.0
13416.620250826652,0.0,0.0,274.34999999999997,0.0,1463.2399920627645,0.0,0.0,0.0,0.0
13628.2310881353,0.0,0.0,276.7,0.0,1513.805520946143,0.0,0.0,0.0,0.0
13778.766874705545,0.0,0.0,279.0,0.0,1506.694743446918,0.0,0.0,0.0,0.0
13957.678367089553,0.0,0.0,276.1,0.0,1472.721028728398,0.0,0.0,0.0,0.0
14016.93303523417,0.0,0.0,266.05,0.0,1426.1059317890335,0.0,0.0,0.0,0.0
14234.438986674832,0.0,0.0,218.35,0.0,1267.2985676396731,0.0,0.0,0.0,0.0
14635.779633176773,0.0,0.0,157.5,0.0,947.8403044337455,0.0,0.0,0.0,0.0
14979.784131588935,0.0,0.0,83.55,0.0,545.1596082739242,0.0,0.0,0.0,0.0
14873.009581684988,0.0,0.0,41.2,0.0,267.83928580414533,0.0,0.0,0.0,0.0
14725.710762439252,0.0,0.0,4.55,0.0,104.2914033219681,0.0,0.0,0.0,0.0
14907.15579489207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14350.729398652873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12853.176399090333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11412.89107720247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10479.801619946853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9909.318228739303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9641.133528103883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9534.675016623509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9768.701114376441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10362.621664430537,0.0,0.0,29.35,0.0,33.18362832971712,0.0,0.0,0.0,0.0
11740.967211962887,0.0,0.0,60.1,0.0,268.36601006334723,0.0,0.0,0.0,0.0
12864.511710040588,0.0,0.0,113.35000000000001,0.0,538.5755550339009,0.0,0.0,0.0,0.0
13304.680679103692,0.0,0.0,156.04999999999998,0.0,819.5829473180927,0.0,0.0,0.0,0.0
13599.37308262503,0.0,0.0,193.55,0.0,964.695480728205,0.0,0.0,0.0,0.0
13846.472098518794,0.0,0.0,218.85,0.0,1097.4299940470735,0.0,0.0,0.0,0.0
13910.669750354664,0.0,0.0,235.75,0.0,1233.588215050754,0.0,0.0,0.0,0.0
13940.309846966256,0.0,0.0,240.5,0.0,1297.8485746733809,0.0,0.0,0.0,0.0
14197.51451032805,0.0,0.0,237.6,0.0,1226.2140754219279,0.0,0.0,0.0,0.0
14395.83448411597,0.0,0.0,234.15,0.0,996.0355741507155,0.0,0.0,0.0,0.0
14524.780144729624,0.0,0.0,190.6,0.0,829.3273461133272,0.0,0.0,0.0,0.0
14732.023963208048,0.0,0.0,132.6,0.0,649.1876494662914,0.0,0.0,0.0,0.0
14869.33337639365,0.0,0.0,76.75,0.0,425.85656356470315,0.0,0.0,0.0,0.0
15031.289885933416,0.0,0.0,14.45,0.0,21.859056756877152,0.0,0.0,0.0,0.0
14871.989725131529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14963.391241643543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14307.538564847182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12895.367232896027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11548.463578619552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10651.560040025104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141.324477591605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9866.12739493361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9777.745727322219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9971.58590641398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10738.941707636492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12305.572997888341,0.0,0.0,7.6,0.0,2.6336212960092955,0.0,0.0,0.0,0.0
13649.489686548975,0.0,0.0,45.55,0.0,95.07372878593556,0.0,0.0,0.0,0.0
13976.70622803333,0.0,0.0,94.75,0.0,409.79147365904635,0.0,0.0,0.0,0.0
14172.151329542758,0.0,0.0,116.6,0.0,587.0341868804719,0.0,0.0,0.0,0.0
14189.424873482416,0.0,0.0,144.9,0.0,844.602349630181,0.0,0.0,0.0,0.0
14106.260461334541,0.0,0.0,176.9,0.0,1031.0627373876393,0.0,0.0,0.0,0.0
14008.516248546335,0.0,0.0,183.10000000000002,0.0,1101.6437881206884,0.0,0.0,0.0,0.0
14079.595249866987,0.0,0.0,172.75,0.0,1072.410591734985,0.0,0.0,0.0,0.0
14025.73663420568,0.0,0.0,144.7,0.0,1039.226963405268,0.0,0.0,0.0,0.0
14128.000954599662,0.0,0.0,126.1,0.0,842.4954525933737,0.0,0.0,0.0,0.0
14385.837053352334,0.0,0.0,88.5,0.0,654.7182541879108,0.0,0.0,0.0,0.0
14725.556766014293,0.0,0.0,57.95,0.0,338.4203365371945,0.0,0.0,0.0,0.0
14688.357483850317,0.0,0.0,26.450000000000003,0.0,179.08624812863212,0.0,0.0,0.0,0.0
14465.00071202324,0.0,0.0,24.0,0.0,175.92590257342096,0.0,0.0,0.0,0.0
14696.238771931325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14245.270887172503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12881.310237927673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11508.304975737063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10557.146141490515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10001.699896350689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9657.210371972862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9550.751860492492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9731.535044615897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9957.191957621748,0.0,0.0,50.85,0.0,399.5203506046101,0.0,0.0,0.0,0.0
11570.687251946014,0.0,0.0,51.5,0.0,346.84792468442424,0.0,0.0,0.0,0.0
12587.546624102974,0.0,0.0,120.15,0.0,700.2799026088718,0.0,0.0,0.0,0.0
12851.100904311872,0.0,0.0,190.75,0.0,1110.3347383975188,0.0,0.0,0.0,0.0
13030.005435943114,0.0,0.0,240.75,0.0,1311.80676754223,0.0,0.0,0.0,0.0
13214.401336050414,0.0,0.0,279.65000000000003,0.0,1438.4839518802771,0.0,0.0,0.0,0.0
13299.278113371376,0.0,0.0,300.05,0.0,1484.308962430839,0.0,0.0,0.0,0.0
13285.310068671484,0.0,0.0,312.85,0.0,1538.0348368694285,0.0,0.0,0.0,0.0
13382.257456589494,0.0,0.0,317.09999999999997,0.0,1555.153375293489,0.0,0.0,0.0,0.0
13492.682827788596,0.0,0.0,289.9,0.0,1510.6451753909319,0.0,0.0,0.0,0.0
13770.422060250798,0.0,0.0,237.85,0.0,1302.5890930061973,0.0,0.0,0.0,0.0
14182.721370687237,0.0,0.0,167.6,0.0,986.554537485082,0.0,0.0,0.0,0.0
14573.654108371855,0.0,0.0,79.75,0.0,573.0759940116227,0.0,0.0,0.0,0.0
14521.989699924616,0.0,0.0,42.55,0.0,308.66041589228945,0.0,0.0,0.0,0.0
